date,temp_max,temp_min,snowfall_sum,precip_sum,windspeed_max,month,avalanche_closure,landslide_closure,aval_label_source,land_label_source
2019-11-03,3.3025002,-1.2474998,1.6100001,2.2999997,4.379589,11,0,0,weather,offseason
2019-11-04,4.4525,-2.6475,0.14,0.2,7.10031,11,0,0,weather,offseason
2019-11-05,3.7025,-11.9975,2.1,3.0000002,13.089354,11,0,0,weather,offseason
2019-11-06,3.5525002,-11.9975,3.36,4.7999997,11.923557,11,0,0,weather,offseason
2019-11-07,1.9525001,-9.6475,0.63,0.9000001,11.966953,11,0,0,weather,offseason
2019-11-08,0.9525001,-10.0475,0.07,0.1,10.799999,11,0,0,weather,offseason
2019-11-09,-0.7474998,-5.6475,0.0,0.0,9.021574,11,1,0,weather,offseason
2019-11-10,2.7025,-6.7475004,0.0,0.0,11.183201,11,0,0,weather,offseason
2019-11-11,2.8025,-6.5474997,0.84,1.2,10.636766,11,0,0,weather,offseason
2019-11-12,4.6025,-4.7975,0.0,0.0,12.55879,11,0,0,weather,offseason
2019-11-13,4.3025002,-5.5475,2.8700004,4.1,11.966953,11,0,0,weather,offseason
2019-11-14,2.0025,-4.3475,5.1100006,7.4,11.631956,11,0,0,weather,offseason
2019-11-15,0.0025000572,-5.3475,6.09,8.8,9.826088,11,0,0,weather,offseason
2019-11-16,-0.7474998,-3.0475001,0.21000001,0.3,7.754637,11,0,0,weather,offseason
2019-11-17,-0.14749992,-4.1475,0.0,0.0,8.225035,11,0,0,weather,offseason
2019-11-18,-1.1474999,-4.6475,0.0,0.0,7.072878,11,0,0,weather,offseason
2019-11-19,0.2025001,-2.7975001,0.0,0.0,8.373386,11,0,0,weather,offseason
2019-11-20,1.1525002,-2.9975,0.0,0.0,10.105681,11,1,0,weather,offseason
2019-11-21,2.6525002,-0.6974999,1.4700003,2.1000001,10.08,11,0,0,weather,offseason
2019-11-22,1.5025,-4.0475,0.77000004,1.1,10.464797,11,0,0,weather,offseason
2019-11-23,-2.0475001,-7.4975004,0.0,0.0,11.726277,11,0,0,weather,offseason
2019-11-24,-5.0975,-11.9475,0.0,0.0,15.141414,11,0,0,weather,offseason
2019-11-25,-2.8474998,-10.2975,0.14,0.2,12.413477,11,0,0,weather,offseason
2019-11-26,-2.6475,-10.8475,2.0300002,2.8999999,13.755579,11,0,0,weather,offseason
2019-11-27,-2.7475,-9.2475,3.36,4.799999,11.503113,11,0,0,weather,offseason
2019-11-28,-3.2975001,-7.3975,0.0,0.0,7.9932966,11,0,0,weather,offseason
2019-11-29,-5.7975,-8.9475,0.0,0.0,8.427383,11,0,0,weather,offseason
2019-11-30,-6.1475,-8.2475,0.0,0.0,8.39657,11,0,0,weather,offseason
2019-12-01,-8.2975,-10.3475,0.0,0.0,5.00128,12,0,0,weather,offseason
2019-12-02,-7.5474997,-11.5975,0.0,0.0,5.6920996,12,0,0,weather,offseason
2019-12-03,-2.2475,-8.3975,0.0,0.0,6.924738,12,0,1,weather,offseason
2019-12-04,0.4525001,-4.4975,0.0,0.0,7.9932976,12,0,0,weather,offseason
2019-12-05,-0.84749997,-4.8975,0.0,0.0,7.5170207,12,0,0,weather,offseason
2019-12-06,-2.9475002,-6.1975,0.0,0.0,6.0347,12,0,0,weather,offseason
2019-12-07,-2.7975001,-7.1975,0.0,0.0,5.1544156,12,0,0,weather,offseason
2019-12-08,0.35250008,-5.1975,0.0,0.0,7.6367526,12,0,0,weather,offseason
2019-12-09,-1.4974998,-4.7475,0.35,0.4,6.849467,12,0,0,weather,offseason
2019-12-10,-3.0475001,-6.7475004,0.56,0.8000001,7.628263,12,0,0,weather,offseason
2019-12-11,-3.9975,-9.3475,1.4000001,2.1,9.387651,12,0,0,weather,offseason
2019-12-12,-2.6975002,-10.4475,0.48999998,0.70000005,10.948973,12,0,0,weather,offseason
2019-12-13,-5.7475,-8.7475,0.48999998,0.6,6.439876,12,0,0,weather,offseason
2019-12-14,-8.6975,-11.6975,0.0,0.0,5.0911684,12,0,0,weather,offseason
2019-12-15,-10.9475,-12.8975,0.0,0.0,5.4833565,12,1,0,calendar,offseason
2019-12-16,-10.3475,-14.447499,0.0,0.0,5.00128,12,1,0,calendar,offseason
2019-12-17,-2.9975,-11.4975,0.14,0.2,6.193674,12,0,0,calendar,offseason
2019-12-18,-2.2975001,-6.1475,1.5400001,2.1999998,7.69592,12,1,0,calendar,offseason
2019-12-19,-4.9975,-6.9975004,1.33,1.9000002,8.473393,12,1,0,calendar,offseason
2019-12-20,-3.0475001,-7.3475,0.7,1.0000001,6.849467,12,1,0,calendar,offseason
2019-12-21,-6.6975,-9.7475,0.0,0.0,6.725354,12,1,0,calendar,offseason
2019-12-22,-7.1975,-9.7475,0.0,0.0,7.8954163,12,1,0,calendar,offseason
2019-12-23,-7.3475,-10.2475,0.0,0.0,9.028754,12,1,0,calendar,offseason
2019-12-24,-9.3475,-12.7475,0.0,0.0,6.0347,12,0,0,calendar,offseason
2019-12-25,-10.4475,-15.2475,0.0,0.0,7.928177,12,1,0,calendar,offseason
2019-12-26,-9.7475,-14.447499,0.0,0.0,4.3349743,12,1,0,calendar,offseason
2019-12-27,-6.4475,-10.3475,0.0,0.0,5.634891,12,1,0,calendar,offseason
2019-12-28,-4.5975,-8.0475,0.0,0.0,6.6185193,12,1,0,calendar,offseason
2019-12-29,-5.6475,-7.9475,0.0,0.0,8.78872,12,1,0,calendar,offseason
2019-12-30,-7.7475004,-15.7475,0.0,0.0,13.479583,12,0,0,calendar,offseason
2019-12-31,-9.0975,-13.5975,0.0,0.0,9.028754,12,1,0,calendar,offseason
2020-01-01,-10.5975,-13.0975,0.0,0.0,5.4833565,1,0,0,calendar,offseason
2020-01-02,-10.3975,-13.4475,0.0,0.0,6.0347,1,0,0,calendar,offseason
2020-01-03,-8.3475,-12.0475,0.56,0.8000001,6.638072,1,1,0,calendar,offseason
2020-01-04,-10.4975,-14.2975,0.07,0.1,7.2,1,1,0,calendar,offseason
2020-01-05,-2.2975001,-12.0975,1.6800001,2.3000004,11.090103,1,1,0,calendar,offseason
2020-01-06,-3.2475,-12.0975,1.4700001,2.1000001,13.608762,1,1,0,calendar,offseason
2020-01-07,-6.5975,-12.5975,1.7500004,2.3999999,12.594856,1,1,0,calendar,offseason
2020-01-08,-8.8475,-11.9475,0.21000001,0.3,6.519877,1,1,0,calendar,offseason
2020-01-09,-8.0475,-12.6475,0.0,0.0,6.28713,1,1,0,calendar,offseason
2020-01-10,-3.2975001,-10.2475,0.0,0.0,6.849467,1,1,0,calendar,offseason
2020-01-11,0.10250008,-7.1975,2.45,3.7000003,12.287555,1,0,0,calendar,offseason
2020-01-12,1.6025001,-3.8975,10.78,15.599999,9.693296,1,1,0,calendar,offseason
2020-01-13,-3.4475002,-13.1475,6.1600003,8.8,13.779114,1,0,0,calendar,offseason
2020-01-14,-8.2975,-15.8975,0.35000002,0.4,11.753877,1,1,0,documented,offseason
2020-01-15,-8.2975,-14.1475,0.21000001,0.3,11.384198,1,1,0,documented,offseason
2020-01-16,-9.3975,-13.1975,0.0,0.0,9.826088,1,1,0,documented,offseason
2020-01-17,-9.7475,-12.1475,0.21000001,0.3,8.557102,1,1,0,calendar,offseason
2020-01-18,-11.8975,-13.0475,0.0,0.0,4.6800003,1,0,0,calendar,offseason
2020-01-19,-8.9975,-12.1975,0.0,0.0,6.379216,1,1,0,calendar,offseason
2020-01-20,-7.7974997,-12.8975,0.48999998,0.6,10.30883,1,0,0,calendar,offseason
2020-01-21,-7.8975,-12.6475,0.0,0.0,10.390226,1,1,0,calendar,offseason
2020-01-22,-11.1475,-14.9975,0.0,0.0,6.9247384,1,1,0,calendar,offseason
2020-01-23,-6.3475,-14.4975,0.0,0.0,6.5693827,1,0,0,calendar,offseason
2020-01-24,-4.3475,-8.0475,0.42,0.6,7.771331,1,0,0,calendar,offseason
2020-01-25,-6.3975,-9.9475,0.0,0.0,8.557102,1,0,0,calendar,offseason
2020-01-26,-7.5474997,-10.6975,0.0,0.0,10.041354,1,1,0,calendar,offseason
2020-01-27,-5.3975,-11.4475,0.35,0.5,10.495713,1,1,0,calendar,offseason
2020-01-28,-4.9475,-9.6975,0.91,1.3000001,8.766573,1,0,0,calendar,offseason
2020-01-29,-8.7975,-11.1975,0.28,0.4,5.815978,1,1,0,calendar,offseason
2020-01-30,-8.6975,-12.3975,0.0,0.0,9.83268,1,0,0,calendar,offseason
2020-01-31,-9.9475,-11.7975,0.0,0.0,6.5693827,1,0,0,calendar,offseason
2020-02-01,-8.2475,-12.7975,0.0,0.0,5.937272,2,1,0,calendar,offseason
2020-02-02,-7.8475,-10.7475,0.0,0.0,9.693296,2,0,0,calendar,offseason
2020-02-03,-7.3475,-11.3975,0.0,0.0,9.531505,2,0,0,calendar,offseason
2020-02-04,-6.2974997,-11.6975,0.0,0.0,8.209263,2,1,0,calendar,offseason
2020-02-05,-6.7475004,-9.5975,0.0,0.0,7.289445,2,0,0,calendar,offseason
2020-02-06,-7.8975,-12.1475,0.0,0.0,8.0899935,2,1,0,calendar,offseason
2020-02-07,-6.8975,-12.9975,0.0,0.0,6.618519,2,0,0,calendar,offseason
2020-02-08,-5.0475,-11.1975,0.0,0.0,4.5536795,2,1,0,calendar,offseason
2020-02-09,-3.5475001,-8.2975,0.0,0.0,6.28713,2,0,0,calendar,offseason
2020-02-10,-0.7975,-6.1475,0.0,0.0,9.449572,2,1,0,calendar,offseason
2020-02-11,1.0025,-4.1975,0.7,0.9,7.754637,2,1,0,calendar,offseason
2020-02-12,2.4025002,-2.8975,2.2400002,3.3,10.8955765,2,0,0,calendar,offseason
2020-02-13,-0.59749997,-5.5975,0.0,0.0,9.19939,2,1,0,calendar,offseason
2020-02-14,-0.6974999,-5.5975,0.0,0.0,10.086427,2,1,0,calendar,offseason
2020-02-15,-0.6474999,-5.0975,0.0,0.0,9.47012,2,0,0,calendar,offseason
2020-02-16,-2.9475002,-6.4475,0.0,0.0,5.2416787,2,0,0,calendar,offseason
2020-02-17,-1.5975,-6.3975,0.0,0.0,7.6367526,2,1,0,calendar,offseason
2020-02-18,-1.5975,-7.0975,0.84,1.2,10.30883,2,1,0,calendar,offseason
2020-02-19,-1.3974999,-7.5975,0.56,0.8000001,8.587338,2,1,0,calendar,offseason
2020-02-20,-1.2975,-8.3475,0.0,0.0,8.78872,2,1,0,calendar,offseason
2020-02-21,-4.5475,-7.5474997,0.0,0.0,5.6002855,2,1,0,calendar,offseason
2020-02-22,-5.3475,-8.4975,0.0,0.0,6.1305785,2,1,0,calendar,offseason
2020-02-23,-5.3975,-9.3975,0.0,0.0,6.3690495,2,0,0,calendar,offseason
2020-02-24,-5.0475,-8.5975,0.0,0.0,6.489992,2,0,0,calendar,offseason
2020-02-25,-3.4975,-8.9475,0.0,0.0,5.815978,2,0,0,calendar,offseason
2020-02-26,-2.2975001,-7.0975,0.14,0.2,5.904439,2,1,0,calendar,offseason
2020-02-27,-0.24749982,-4.7975,0.0,0.0,5.904439,2,1,0,calendar,offseason
2020-02-28,-0.7975,-4.9475,0.0,0.0,7.10031,2,1,0,calendar,offseason
2020-02-29,-1.3475,-4.2975,0.0,0.0,4.8433046,2,1,0,calendar,offseason
2020-03-01,-2.1975002,-6.7475004,0.0,0.0,4.510787,3,1,0,calendar,offseason
2020-03-02,-1.1474999,-5.8975,0.0,0.0,6.151683,3,0,0,calendar,offseason
2020-03-03,-0.8974999,-5.7475,0.0,0.0,7.491114,3,1,0,calendar,offseason
2020-03-04,-0.19749987,-5.0975,0.0,0.0,7.928177,3,1,0,calendar,offseason
2020-03-05,0.2025001,-4.6975,0.0,0.0,7.072878,3,1,0,calendar,offseason
2020-03-06,-0.9974998,-5.0975,0.77,1.1000001,7.386582,3,0,0,calendar,offseason
2020-03-07,0.10250008,-5.2975,0.07,0.1,9.6932955,3,1,0,calendar,offseason
2020-03-08,0.8025001,-7.7974997,0.0,0.0,10.163227,3,1,0,calendar,offseason
2020-03-09,0.50250006,-7.8975,0.0,0.0,11.435313,3,1,0,calendar,offseason
2020-03-10,1.2525,-4.2975,0.07,0.1,10.514218,3,1,0,calendar,offseason
2020-03-11,3.7025,-5.8475,0.14,0.2,10.630672,3,1,0,calendar,offseason
2020-03-12,1.9025,-2.0974998,0.0,0.0,7.7043357,3,0,0,calendar,offseason
2020-03-13,0.6025001,-4.0975,0.0,0.0,4.896529,3,1,0,calendar,offseason
2020-03-14,-1.4474999,-6.0475,0.0,0.0,4.5820518,3,1,0,calendar,offseason
2020-03-15,-0.8974999,-7.0474997,0.0,0.0,3.8939953,3,1,0,calendar,offseason
2020-03-16,0.4525001,-5.3475,0.0,0.0,5.154415,3,0,0,calendar,offseason
2020-03-17,-0.14749992,-4.8475,0.0,0.0,5.991594,3,1,0,calendar,offseason
2020-03-18,0.2025001,-5.5975,0.0,0.0,5.315336,3,1,0,calendar,offseason
2020-03-19,0.2025001,-5.0975,0.0,0.0,6.193674,3,0,0,calendar,offseason
2020-03-20,1.5525,-5.5475,0.0,0.0,4.8433046,3,0,0,calendar,offseason
2020-03-21,1.3025,-3.3474998,0.28,0.4,3.7064266,3,0,0,calendar,offseason
2020-03-22,2.5025,-4.0975,0.0,0.0,5.634891,3,0,0,calendar,offseason
2020-03-23,4.1025,-1.0475,0.97999996,1.4000001,10.636766,3,1,0,calendar,offseason
2020-03-24,3.2025,-0.7474998,0.0,0.0,7.8954163,3,1,0,calendar,offseason
2020-03-25,5.5525002,-3.5974998,0.0,0.0,10.1887,3,0,0,calendar,offseason
2020-03-26,5.6525,-3.2475,9.239999,13.200002,10.97262,3,1,0,calendar,offseason
2020-03-27,1.3525001,-3.8975,7.28,10.400002,9.178235,3,1,0,calendar,offseason
2020-03-28,0.25250006,-4.1475,0.0,0.0,5.3517847,3,0,0,calendar,offseason
2020-03-29,1.4525001,-4.7475,0.0,0.0,7.10031,3,1,0,calendar,offseason
2020-03-30,2.7025,-2.5974998,0.56,0.8,8.161764,3,1,0,calendar,offseason
2020-03-31,0.50250006,-3.5974998,2.3100002,3.2999997,7.491114,3,1,0,calendar,offseason
2020-04-01,-0.49749982,-5.0475,0.49,0.70000005,5.8048253,4,0,0,weather,offseason
2020-04-02,-0.44749987,-5.8975,0.0,0.0,7.5942082,4,0,0,weather,offseason
2020-04-03,0.10250008,-4.8975,0.0,0.0,8.287822,4,0,0,weather,offseason
2020-04-04,0.7025001,-5.4975,0.0,0.0,7.7043357,4,0,0,weather,offseason
2020-04-05,0.4525001,-3.2475,0.14,0.2,6.4096174,4,0,0,weather,offseason
2020-04-06,3.0525002,-3.9975,0.0,0.0,9.021574,4,0,0,weather,offseason
2020-04-07,1.6025001,-3.7975001,0.07,0.1,7.386582,4,0,0,weather,offseason
2020-04-08,1.6525,-3.7975001,0.0,0.0,6.8777895,4,1,0,weather,offseason
2020-04-09,3.4525,-1.7975,0.0,0.0,7.42159,4,0,0,weather,offseason
2020-04-10,4.1025,-1.9474999,0.0,0.0,6.638072,4,0,0,weather,offseason
2020-04-11,5.6525,0.2025001,0.0,0.0,6.638072,4,0,0,weather,offseason
2020-04-12,6.4525,0.8525001,0.0,0.0,5.8603754,4,0,0,weather,offseason
2020-04-13,6.7025,1.1525002,0.0,0.0,7.42159,4,1,0,weather,offseason
2020-04-14,7.1025,-1.3475,1.82,2.6999998,9.511088,4,0,0,weather,offseason
2020-04-15,6.6025,-0.9974998,0.48999998,0.70000005,10.365251,4,1,0,weather,offseason
2020-04-16,7.1525,-1.2975,1.5400001,2.1999998,8.766573,4,0,0,weather,offseason
2020-04-17,6.4525,-0.8974999,1.8900001,2.6999998,8.12197,4,0,0,weather,offseason
2020-04-18,3.1025,-2.5974998,1.54,2.2,5.991594,4,0,0,weather,offseason
2020-04-19,3.8525,-1.8974999,1.19,1.6999999,7.2,4,1,0,weather,offseason
2020-04-20,5.7525,-0.59749997,0.56,0.8,6.193674,4,0,0,weather,offseason
2020-04-21,5.7525,-2.2975001,0.14,0.2,6.3690495,4,0,0,weather,offseason
2020-04-22,6.5525,-2.4475002,0.90999997,1.3000001,9.726664,4,1,0,weather,offseason
2020-04-23,7.7025,-2.4975,0.0,0.0,10.799999,4,0,0,weather,offseason
2020-04-24,8.7025,-1.5975,0.0,0.0,10.086427,4,0,0,weather,offseason
2020-04-25,9.7025,0.10250008,0.0,0.0,9.585739,4,0,0,weather,offseason
2020-04-26,9.6025,2.4025002,0.0,0.0,5.3517847,4,0,0,weather,offseason
2020-04-27,10.0525,-0.8974999,0.0,0.1,7.9036193,4,0,0,weather,offseason
2020-04-28,10.8525,-0.39749992,0.0,0.0,6.618519,4,0,0,weather,offseason
2020-04-29,11.4025,1.7525,0.48999998,0.9,8.714677,4,0,0,weather,offseason
2020-04-30,12.2525,1.6525,0.0,0.0,6.151683,4,0,0,weather,offseason
2020-05-01,11.9025,6.3525,0.0,0.4,3.6179552,5,0,0,weather,offseason
2020-05-02,9.8025,6.3525,3.9199998,6.4999995,7.127636,5,1,0,weather,offseason
2020-05-03,8.4025,3.7025,3.36,4.8,3.671294,5,0,0,weather,offseason
2020-05-04,7.9025,2.8025,0.84000003,1.2,5.815978,5,0,0,weather,offseason
2020-05-05,5.4025,0.9525001,2.03,3.0,4.68,5,0,0,weather,offseason
2020-05-06,7.8025,0.25250006,0.84,1.3000002,4.3498964,5,0,0,weather,offseason
2020-05-07,10.9025,1.8525001,0.0,0.0,6.28713,5,0,0,weather,offseason
2020-05-08,10.9025,4.5525002,0.07,0.1,6.4096174,5,0,0,weather,offseason
2020-05-09,9.752501,3.0025,2.1,3.5,4.39436,5,0,0,weather,offseason
2020-05-10,9.5525,1.7025001,1.1200001,1.6,6.4096174,5,0,0,weather,offseason
2020-05-11,9.0525,3.7025,0.07,0.2,4.32,5,0,0,weather,offseason
2020-05-12,12.6025,2.0025,0.0,0.0,5.3517847,5,1,0,weather,offseason
2020-05-13,13.8525,6.3025,0.0,0.0,6.792466,5,1,0,weather,offseason
2020-05-14,10.6025,3.7525,1.4,2.6999998,5.0142193,5,0,0,weather,offseason
2020-05-15,13.2525,3.3025002,0.0,0.0,6.489992,5,0,0,weather,offseason
2020-05-16,13.7025,4.3025002,0.0,0.0,9.422101,5,0,0,weather,offseason
2020-05-17,7.4525,2.5525,1.2600001,1.8000001,6.1094027,5,0,0,weather,offseason
2020-05-18,9.3525,1.9525001,0.21000001,0.3,6.519877,5,0,0,weather,offseason
2020-05-19,12.6525,0.9025001,0.0,0.0,6.151683,5,0,0,weather,offseason
2020-05-20,16.2525,5.7025,0.0,0.0,8.209263,5,0,0,weather,offseason
2020-05-21,16.0025,8.3525,0.0,0.0,5.4833565,5,0,0,weather,offseason
2020-05-22,13.9025,7.3025,0.0,0.0,5.991594,5,0,0,weather,offseason
2020-05-23,14.0025,6.2525,0.07,1.0000001,9.693296,5,0,0,weather,offseason
2020-05-24,14.7525,4.6025,0.0,0.1,5.815978,5,0,0,weather,offseason
2020-05-25,14.5525,7.3025,0.0,0.0,7.5685663,5,0,0,weather,offseason
2020-05-26,16.4025,5.0525002,0.0,0.0,9.83268,5,0,0,weather,offseason
2020-05-27,14.5525,6.3525,0.0,0.70000005,11.113451,5,0,0,weather,offseason
2020-05-28,10.9025,3.4025002,4.97,11.700002,4.6938257,5,0,0,weather,offseason
2020-05-29,11.9525,3.9025002,0.14,1.2,4.3498964,5,0,0,weather,offseason
2020-05-30,9.002501,3.4025002,5.0400004,9.9,2.8799999,5,0,0,weather,offseason
2020-05-31,8.8525,3.6525002,2.66,5.5,3.6,5,0,0,weather,offseason
2020-06-01,11.2525,2.2025,0.0,0.70000005,5.3999996,6,0,0,offseason,weather
2020-06-02,11.1525,4.5525002,2.03,6.4000006,5.3999996,6,0,1,offseason,weather
2020-06-03,12.1525,2.9025002,3.85,5.9999995,5.8603754,6,0,1,offseason,weather
2020-06-04,14.0025,5.0025,0.07,1.0,4.8965297,6,0,1,offseason,weather
2020-06-05,12.7025,6.8025,0.0,1.9000002,5.2416787,6,0,0,offseason,weather
2020-06-06,12.9025,6.0025,0.0,1.0000001,7.342588,6,0,0,offseason,weather
2020-06-07,13.7525,6.4025,0.0,2.7,4.8433046,6,0,0,offseason,weather
2020-06-08,14.4525,6.6525,0.0,1.2,4.5820518,6,0,1,offseason,weather
2020-06-09,15.9525,9.3525,0.0,0.0,9.885262,6,0,1,offseason,weather
2020-06-10,14.9025,8.7025,0.0,1.0,7.4128532,6,0,0,offseason,weather
2020-06-11,14.4525,5.9525,0.0,0.1,5.6233797,6,0,0,offseason,weather
2020-06-12,14.0025,7.6025,0.0,1.3000001,8.557102,6,0,0,offseason,weather
2020-06-13,15.7025,6.2525,0.0,0.0,8.404285,6,0,0,offseason,weather
2020-06-14,16.3525,6.6525,0.0,0.0,7.5685663,6,1,0,offseason,weather
2020-06-15,16.6025,7.8025,0.0,0.0,8.699793,6,1,0,offseason,weather
2020-06-16,18.052502,7.0025,0.0,0.0,7.69592,6,0,0,offseason,weather
2020-06-17,17.2525,7.9025,0.0,0.1,9.793058,6,0,0,offseason,weather
2020-06-18,17.8025,6.6525,0.0,0.5,8.854829,6,0,0,offseason,weather
2020-06-19,17.5025,7.0525,0.0,0.2,10.483357,6,0,0,offseason,weather
2020-06-20,18.1025,7.6525,0.0,0.1,7.9932966,6,0,0,offseason,weather
2020-06-21,20.3525,5.3525,0.0,0.0,7.729527,6,0,0,offseason,weather
2020-06-22,23.202501,6.7025,0.0,0.0,8.373386,6,0,0,offseason,weather
2020-06-23,21.452501,11.5525,0.0,0.4,8.373386,6,0,0,offseason,weather
2020-06-24,18.302502,8.4525,0.0,2.3,9.726665,6,0,0,offseason,weather
2020-06-25,18.7525,9.0525,0.0,0.70000005,6.924738,6,0,0,offseason,weather
2020-06-26,20.052502,10.4025,0.0,0.0,6.638072,6,0,0,offseason,weather
2020-06-27,22.3525,11.8025,0.0,0.0,10.24578,6,0,1,offseason,weather
2020-06-28,18.3525,10.2025,0.0,0.0,8.647496,6,0,0,offseason,weather
2020-06-29,21.702501,10.9525,0.0,0.0,8.049845,6,0,1,offseason,weather
2020-06-30,22.702501,12.2025,0.0,0.0,10.08,6,0,0,offseason,weather
2020-07-01,23.052502,11.8025,0.0,0.0,9.007196,7,0,0,offseason,weather
2020-07-02,22.9025,11.2525,0.0,0.0,9.0,7,0,0,offseason,weather
2020-07-03,21.6025,11.0525,0.0,0.0,11.988594,7,0,0,offseason,weather
2020-07-04,17.8025,10.1525,0.0,0.4,6.0347,7,0,0,offseason,weather
2020-07-05,20.3525,10.6025,0.0,0.0,8.39657,7,0,0,offseason,weather
2020-07-06,22.9025,11.4525,0.0,0.0,10.365251,7,0,0,offseason,weather
2020-07-07,21.302502,14.7025,0.0,0.4,9.107359,7,0,0,offseason,weather
2020-07-08,22.552502,13.9525,0.0,0.0,7.386582,7,0,0,offseason,weather
2020-07-09,21.7525,12.0525,0.0,0.1,9.255571,7,0,0,offseason,weather
2020-07-10,22.952501,10.9025,0.0,0.0,9.531505,7,0,0,offseason,weather
2020-07-11,20.552502,12.7525,0.0,0.2,6.830519,7,0,0,offseason,weather
2020-07-12,22.052502,11.8025,0.0,0.0,7.42159,7,0,0,offseason,weather
2020-07-13,23.552502,12.7025,0.0,0.0,7.69592,7,0,0,offseason,weather
2020-07-14,23.702501,13.2525,0.0,0.0,7.289445,7,0,0,offseason,weather
2020-07-15,22.702501,14.6525,0.0,0.0,11.269782,7,0,0,offseason,weather
2020-07-16,24.4025,15.2525,0.0,0.0,5.6002855,7,0,0,offseason,weather
2020-07-17,23.6025,15.0025,0.0,0.0,7.10031,7,0,0,offseason,weather
2020-07-18,22.2525,12.8025,0.0,0.1,9.779817,7,0,0,offseason,weather
2020-07-19,22.052502,12.3525,0.0,0.0,10.495713,7,0,0,offseason,weather
2020-07-20,15.6025,8.8025,0.0,6.9,9.422101,7,0,0,offseason,weather
2020-07-21,14.6025,7.0025,0.0,4.4,9.605998,7,0,1,offseason,weather
2020-07-22,19.802502,8.3525,0.0,0.0,6.989936,7,0,1,offseason,weather
2020-07-23,22.9025,7.8525,0.0,0.0,9.3669195,7,0,0,offseason,weather
2020-07-24,23.7525,12.6525,0.0,0.0,8.759178,7,0,0,offseason,weather
2020-07-25,22.8525,14.6525,0.0,0.0,8.825508,7,0,0,offseason,weather
2020-07-26,22.952501,15.4025,0.0,0.0,7.9932976,7,0,0,offseason,weather
2020-07-27,24.052502,13.1525,0.0,0.0,9.107359,7,0,0,offseason,weather
2020-07-28,25.5025,11.5025,0.0,0.0,11.525623,7,0,1,offseason,documented
2020-07-29,25.7525,10.7025,0.0,0.0,10.195057,7,0,1,offseason,documented
2020-07-30,25.702501,14.8025,0.0,0.0,13.441071,7,0,1,offseason,documented
2020-07-31,23.552502,13.8025,0.0,0.1,9.826088,7,0,0,offseason,weather
2020-08-01,24.1025,14.7025,0.0,0.0,10.009036,8,0,0,offseason,weather
2020-08-02,25.052502,12.7025,0.0,0.0,9.255571,8,0,0,offseason,weather
2020-08-03,23.952501,16.202501,0.0,0.0,10.661107,8,0,0,offseason,weather
2020-08-04,23.802502,15.1525,0.0,0.0,8.905908,8,0,0,offseason,weather
2020-08-05,25.2525,16.1025,0.0,0.0,8.4042845,8,0,0,offseason,weather
2020-08-06,27.552502,16.702501,0.0,0.0,10.365251,8,0,0,offseason,weather
2020-08-07,28.452501,17.8025,0.0,0.0,8.825508,8,0,0,offseason,weather
2020-08-08,23.802502,15.4025,0.0,0.7,8.64,8,0,0,offseason,weather
2020-08-09,23.9025,16.3525,0.0,0.0,8.905908,8,0,0,offseason,weather
2020-08-10,24.9025,13.5525,0.0,0.0,7.628263,8,0,0,offseason,weather
2020-08-11,26.1525,13.6525,0.0,0.0,9.983106,8,0,0,offseason,weather
2020-08-12,26.952501,16.0025,0.0,0.0,13.493999,8,0,1,offseason,weather
2020-08-13,26.452501,15.8025,0.0,0.0,7.9526596,8,0,0,offseason,weather
2020-08-14,26.1025,16.0025,0.0,0.0,7.9526596,8,0,0,offseason,weather
2020-08-15,27.8525,13.1525,0.0,0.0,6.763786,8,0,0,offseason,weather
2020-08-16,28.3525,13.0025,0.0,0.0,8.049845,8,0,1,offseason,weather
2020-08-17,25.552502,17.4025,0.0,0.0,6.696387,8,0,0,offseason,weather
2020-08-18,27.052502,15.2025,0.0,0.0,13.276144,8,0,0,offseason,weather
2020-08-19,22.8525,14.8025,0.0,0.0,13.0447235,8,0,1,offseason,weather
2020-08-20,15.1025,10.1025,0.0,10.599998,9.422101,8,0,0,offseason,weather
2020-08-21,20.1525,9.7025,0.0,0.0,8.647496,8,0,0,offseason,weather
2020-08-22,23.952501,10.8025,0.0,0.0,9.0,8,0,1,offseason,weather
2020-08-23,26.952501,12.5025,0.0,0.0,9.0,8,0,0,offseason,weather
2020-08-24,25.1525,14.2025,0.0,0.0,9.746631,8,0,0,offseason,weather
2020-08-25,21.6025,13.6025,0.0,1.5,12.964998,8,0,0,offseason,weather
2020-08-26,21.202501,13.2525,0.0,0.0,9.0,8,0,0,offseason,weather
2020-08-27,16.702501,10.4025,0.0,3.5999997,8.78872,8,0,0,offseason,weather
2020-08-28,17.9025,9.3025,0.0,1.6,3.4152596,8,0,1,offseason,weather
2020-08-29,20.2525,12.8025,0.0,0.0,6.297428,8,0,0,offseason,weather
2020-08-30,22.3525,14.4525,0.0,0.0,8.12197,8,0,0,offseason,weather
2020-08-31,23.7525,14.7025,0.0,0.0,4.73506,8,0,0,offseason,weather
2020-09-01,25.4025,14.8525,0.0,0.0,7.9036193,9,0,0,offseason,weather
2020-09-02,23.2525,14.7025,0.0,0.0,12.682018,9,0,1,offseason,weather
2020-09-03,17.0025,11.7025,0.0,2.4999995,6.638072,9,0,0,offseason,weather
2020-09-04,20.052502,10.4525,0.0,0.2,7.2359104,9,0,1,offseason,weather
